ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
4916384,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,2,Automatic,FWD,8.5,Kia,Cerato,2018,Kia Cerato 2.0 AT 2018,"450 Million
",https://bonbanh.com/xe-kia-cerato-2.0-at-2018-4916384,0.45
4916411,Imported,Used car,Sedan,0,Silver,Cream,4,5,Petrol,2.5,Automatic,FWD,9.1,Toyota,Camry,2011,Toyota Camry SE 2.5 2011,"760 Million
",https://bonbanh.com/xe-toyota-camry-se-2.5-2011-4916411,0.76
4916426,Domestic assembly,Used car,Truck,0,Green,Grey,2,2,Petrol,0,Manual,FWD,6.6,Thaco,Towner,2013,Thaco Towner 2013,"58 Million
",https://bonbanh.com/xe-thaco-towner--2013-4916426,0.058
4916463,Domestic assembly,Used car,Sedan,0,Green,Colorful,4,5,Petrol,2,Manual,FWD,10.3,Mazda,626,2000,Mazda 626 2.0 MT 2000,"120 Million
",https://bonbanh.com/xe-mazda-626-2.0-mt-2000-4916463,0.12
4916468,Imported,Used car,SUV,0,Green,Brown,5,4,Petrol,3.4,Automatic,AWD,15.7,Lexus,LX600,2022,Lexus LX 600 Vip 2022,"12 Billion 500 Million
",https://bonbanh.com/xe-lexus-lx-600-vip-2022-4916468,12.5
4916474,Imported,Used car,Truck,0,White,Grey,2,3,Diesel,0,Manual,RFD,9.8,Hyundai,Mighty,2000,Hyundai Mighty 2000 car,"135 Million
",https://bonbanh.com/xe-hyundai-mighty--2000-4916474,0.135
4916531,Domestic assembly,Used car,Van/Minivan,0,White,Colorful,5,7,Diesel,2.2,Automatic,FWD,12.3,Kia,Sedona,2016,Kia Sedona 2.2L DATH 2016,"680 Million
",https://bonbanh.com/xe-kia-sedona-2.2l-dath-2016-4916531,0.68
4916571,Imported,Used car,Crossover,0,Red,Black,5,5,Petrol,1.6,Automatic,FWD,7.4,Hyundai,Creta,2015,Hyundai Creta 1.6 AT GAS 2015,"440 Million
",https://bonbanh.com/xe-hyundai-creta-1.6-at-gas-2015-4916571,0.44
4916578,Domestic assembly,Used car,Sedan,0,Red,Black,4,5,Petrol,1.6,Automatic,FWD,7.9,Mazda,3,2013,Mazda 3S 1.6 AT 2013,"350 Million
",https://bonbanh.com/xe-mazda-3-s-1.6-at-2013-4916578,0.35
4916583,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,1.6,Manual,FWD,8.5,Kia,Cerato,2018,Kia Cerato 1.6 MT 2018,"399 Million
",https://bonbanh.com/xe-kia-cerato-1.6-mt-2018-4916583,0.399
4916586,Domestic assembly,Used car,Crossover,0,Sand,Black,5,7,Petrol,1.6,Manual,FWD,13.1,Kia,Carens,2010,Kia Carens LX 1.6 MT 2010,"175 Million
",https://bonbanh.com/xe-kia-carens-lx-1.6-mt-2010-4916586,0.175
4916597,Imported,Used car,Van/Minivan,1000000,White,White,5,2,Petrol,1,Manual,FWD,7.1,Kia,Morning,2010,Kia Morning Van 1.0 MT 2010,"105 Million
",https://bonbanh.com/xe-kia-morning-van-1.0-mt-2010-4916597,0.105
4916617,Domestic assembly,Used car,Van/Minivan,0,Black,Yellow,5,8,Diesel,2.2,Automatic,FWD,8.4,Kia,Carnival,2021,Kia Carnival Luxury 2.2D 2021,"1 Billion 180 Million
",https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2021-4916617,1.18
4916621,Domestic assembly,Used car,Van/Minivan,0,Black,Grey,5,7,Diesel,2.2,Automatic,FWD,10.5,Kia,Sedona,2021,Kia Sedona 2.2 DAT Luxury 2021,"1 Billion 75 Million
",https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2021-4916621,1.075
4916662,Domestic assembly,Used car,Crossover,0,Black,Cream,5,8,Petrol,2,Manual,RFD,10.6,Toyota,Innova,2008,Toyota Innova G 2008 car,"255 Million
",https://bonbanh.com/xe-toyota-innova-g-2008-4916662,0.255
4916711,Domestic assembly,Used car,SUV,21000000,Silver,Grey,5,8,Diesel,2.5,Manual,RFD,10.5,Ford,Everest,2012,Ford Everest 2.5L 4x2 MT 2012,"355 Million
",https://bonbanh.com/xe-ford-everest-2.5l-4x2-mt-2012-4916711,0.355
4916781,Imported,Used car,SUV,0,Black,Brown,5,7,Petrol,3.4,Automatic,AWD,15.7,Lexus,LX600,2022,Lexus LX 600 2022,"10 Billion 499 Million
",https://bonbanh.com/xe-lexus-lx-600-2022-4916781,10.499
4916886,Domestic assembly,Used car,Crossover,0,Silver,Black,5,5,Petrol,2,Automatic,FWD,8.3,Hyundai,Kona,2019,Hyundai Kona 2.0 ATH 2019,"560 Million
",https://bonbanh.com/xe-hyundai-kona-2.0-ath-2019-4916886,0.56
4917023,Imported,Used car,Sedan,0,Red,Cream,4,5,Petrol,2,Automatic,FWD,8,Audi,A4,2010,Audi A4 2.0T 2010,"425 Million
",https://bonbanh.com/xe-audi-a4-2.0t-2010-4917023,0.425
4917032,Domestic assembly,Used car,Sedan,0,Black,Brown,4,5,Petrol,2,Automatic,RFD,9,Mercedes-Benz,E300,2021,Mercedes Benz E class E300 AMG 2021,"2 Billion 350 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2021-4917032,2.35
4917179,Domestic assembly,Used car,Hatchback,0,White,Black,5,5,Petrol,1.5,Automatic,FWD,7.9,Ford,Focus,2015,Ford Focus Sport 1.5L 2015,"450 Million
",https://bonbanh.com/xe-ford-focus-sport-1.5l-2015-4917179,0.45
4917209,Imported,Used car,Sedan,0,Green,Black,4,5,Petrol,1.25,Manual,FWD,6,Hyundai,i10,2015,Hyundai i10 Grand 1.2 MT 2015,"235 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.2-mt-2015-4917209,0.235
4917212,Imported,Used car,SUV,0,Black,Brown,5,5,Petrol,4.8,Automatic,AWD,12,Porsche,Cayenne,2016,Porsche Cayenne Turbo 2016,"2 Billion 686 Million
",https://bonbanh.com/xe-porsche-cayenne-turbo-2016-4917212,2.686
4917213,Imported,Used car,SUV,0,White,Black,5,5,Petrol,2,Automatic,AWD,0,LandRover,Range_Rover_Evoque,2019,LandRover Range Rover Evoque SE Plus 2019,"1 Billion 668 Million
",https://bonbanh.com/xe-landrover-range_rover_evoque-se-plus-2019-4917213,1.668
4917231,Domestic assembly,Used car,Hatchback,0,Green,Grey,5,5,Petrol,0.8,Manual,FWD,10.5,Daewoo,Matiz,2007,Daewoo Matiz SE 0.8 MT 2007,"67 Million
",https://bonbanh.com/xe-daewoo-matiz-se-0.8-mt-2007-4917231,0.067
4917242,Imported,Used car,Pickup,0,Black,Black,4,5,Diesel,2,Automatic,4WD,11.7,Ford,Ranger,2020,Ford Ranger Raptor 2.0L 4x4 AT 2020,"999 Million
",https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2020-4917242,0.999
4917245,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,10.6,Toyota,Innova,2008,Toyota Innova G 2008 car,"195 Million
",https://bonbanh.com/xe-toyota-innova-g-2008-4917245,0.195
4917282,Domestic assembly,Used car,Hatchback,0,White,Colorful,5,5,Petrol,1,Manual,FWD,5.6,Hyundai,i10,2017,Hyundai i10 Grand 1.0 MT 2017,"265 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2017-4917282,0.265
4917292,Imported,Used car,Hatchback,0,Silver,Black,5,5,Petrol,1,Manual,FWD,7.1,Kia,Morning,2008,Kia Morning SLX 1.0 MT 2008,"126 Million
",https://bonbanh.com/xe-kia-morning-slx-1.0-mt-2008-4917292,0.126
4917303,Domestic assembly,Used car,Hatchback,0,Yellow,Cream,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2018,Kia Morning MT 2018 car,"210 Million
",https://bonbanh.com/xe-kia-morning-mt-2018-4917303,0.21
4917323,Domestic assembly,Used car,Hatchback,0,Yellow,Black,5,5,Petrol,1.1,Automatic,FWD,7.1,Kia,Morning,2009,Kia Morning SX 1.1 AT 2009 car,"185 Million
",https://bonbanh.com/xe-kia-morning-sx-1.1-at-2009-4917323,0.185
4917335,Imported,Used car,SUV,0,Black,Cream,5,7,Petrol,2.7,Automatic,4WD,12.2,Toyota,Prado,2021,Toyota Prado VX 2.7L 2021,"2 Billion 560 Million
",https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-4917335,2.56
4917354,Domestic assembly,Used car,Sedan,0,Yellow,Black,4,5,Petrol,1.6,Automatic,FWD,7.5,Hyundai,Elantra,2018,Hyundai Elantra Sport 1.6 AT 2018,"520 Million
",https://bonbanh.com/xe-hyundai-elantra-sport-1.6-at-2018-4917354,0.52
4917390,Domestic assembly,Used car,SUV,0,Sand,Black,5,5,Petrol,2,Automatic,FWD,8.9,Mazda,CX-5,2014,Mazda CX5 2.0 AT 2014,"489 Million
",https://bonbanh.com/xe-mazda-cx5-2.0-at-2014-4917390,0.489
4917404,Domestic assembly,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.8,Manual,FWD,7.8,Honda,Civic,2008,Honda Civic 1.8 MT 2008,"185 Million
",https://bonbanh.com/xe-honda-civic-1.8-mt-2008-4917404,0.185
4917442,Domestic assembly,Used car,Sedan,0,Red,Cream,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2019,Toyota Vios 1.5G 2019,"475 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2019-4917442,0.475
4917461,Domestic assembly,Used car,Crossover,0,Black,Brown,5,7,Petrol,2,Manual,FWD,8,Chevrolet,Vivant,2008,Chevrolet Vivant CDX MT 2008,"115 Million
",https://bonbanh.com/xe-chevrolet-vivant-cdx-mt-2008-4917461,0.115
4917465,Imported,Used car,SUV,0,Black,Cream,5,7,Petrol,3.7,Automatic,AWD,14,Acura,MDX,2007,Acura MDX SH-AWD 2007,"375 Million
",https://bonbanh.com/xe-acura-mdx-sh-awd-2007-4917465,0.375
4917550,Domestic assembly,Used car,Hatchback,0,Green,Grey,5,5,Petrol,2,Automatic,FWD,8.2,Ford,Focus,2014,Ford Focus S 2.0 AT 2014,"375 Million
",https://bonbanh.com/xe-ford-focus-s-2.0-at-2014-4917550,0.375
4917647,Domestic assembly,Used car,Sedan,0,Green,Black,4,5,Petrol,1.5,Automatic,FWD,8,Honda,City,2018,Honda City 1.5TOP 2018 car,"425 Million
",https://bonbanh.com/xe-honda-city-1.5top-2018-4917647,0.425
4917656,Domestic assembly,Used car,Sedan,30,Black,Black,4,5,Petrol,2,Automatic,RFD,8.7,Mercedes-Benz,E200,2022,Mercedes Benz E class E200 Exclusive 2022,"1 Billion 999 Million
",https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4917656,1.999
4917658,Imported,Used car,SUV,1,Yellow,Cream,5,5,Hybrid,3.5,Automatic,AWD,9.2,Lexus,RX450h,2010,Lexus RX 450h 2010,"1 Billion 150 Million
",https://bonbanh.com/xe-lexus-rx-450h-2010-4917658,1.15
4917735,Imported,Used car,SUV,0,Sand,Cream,5,5,Hybrid,3.5,Automatic,AWD,9.2,Lexus,RX450h,2010,Lexus RX 450h 2010,"1 Billion 190 Million
",https://bonbanh.com/xe-lexus-rx-450h-2010-4917735,1.19
4917934,Imported,Used car,Coupe,0,Red,Black,3,5,Petrol,2,Automatic,FWD,9.3,Kia,Cerato,2011,Kia Cerato Koup 2.0 AT 2011,"325 Million
",https://bonbanh.com/xe-kia-cerato-koup-2.0-at-2011-4917934,0.325
4917940,Domestic assembly,Used car,SUV,0,Red,Black,5,5,Petrol,2.5,Automatic,FWD,9.3,Mazda,CX-5,2017,Mazda CX5 2.5 AT 2WD 2017,"658 Million
",https://bonbanh.com/xe-mazda-cx5-2.5-at-2wd-2017-4917940,0.658
4917946,Domestic assembly,Used car,Van/Minivan,0,Silver,Colorful,5,2,Petrol,0.8,Manual,FWD,8.5,Chevrolet,Spark Van,2008,Chevrolet Spark Van 0.8 MT 2008,"48 Million
",https://bonbanh.com/xe-chevrolet-spark-van-0.8-mt-2008-4917946,0.048
4928339,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota,Corolla_altis,2014,Toyota Corolla altis 2014,"485 Million
",https://bonbanh.com/xe-toyota-corolla_altis--2014-4928339,0.485
4917972,Domestic assembly,Used car,Sedan,0,White,Cream,4,5,Petrol,1.5,Automatic,FWD,9.3,Toyota,Vios,2017,Toyota Vios 1.5E CVT 2017,"385 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-cvt-2017-4917972,0.385
4917980,Domestic assembly,Used car,Hatchback,0,Silver,Colorful,5,5,Petrol,0.8,Manual,FWD,6.3,Daewoo,Matiz,2002,Daewoo Matiz S 0.8 MT 2002,"32 Million
",https://bonbanh.com/xe-daewoo-matiz-s-0.8-mt-2002-4917980,0.032
4917984,Domestic assembly,Used car,Sedan,0,Silver,Grey,4,5,Petrol,1.6,Automatic,FWD,9.6,Mitsubishi,Lancer,2004,Mitsubishi Lancer GLX 1.6 AT 2004,"155 Million
",https://bonbanh.com/xe-mitsubishi-lancer-glx-1.6-at-2004-4917984,0.155
4917985,Domestic assembly,Used car,Sedan,15,Black,Colorful,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai,Accent,2022,Hyundai Accent 1.4 AT Special 2022,"520 Million
",https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-4917985,0.52
4918024,Imported,Used car,Sedan,0,Black,Cream,4,5,Petrol,1.6,Automatic,FWD,22.8,Kia,Cerato,2009,Kia Cerato 1.6 AT 2009,"285 Million
",https://bonbanh.com/xe-kia-cerato-1.6-at-2009-4918024,0.285
4918027,Domestic assembly,Used car,Sedan,0,Yellow,Yellow,4,5,Petrol,1.5,Manual,FWD,8.8,Toyota,Vios,2013,Toyota Vios 1.5MT 2013,"300 Million
",https://bonbanh.com/xe-toyota-vios-1.5mt-2013-4918027,0.3
4918084,Imported,Used car,Hatchback,0,Red,Black,5,5,Petrol,1.6,Automatic,FWD,9.4,Kia,Cerato,2014,Kia Cerato 1.6 AT 2014,"380 Million
",https://bonbanh.com/xe-kia-cerato-1.6-at-2014-4918084,0.38
4918089,Domestic assembly,Used car,Hatchback,0,Yellow,Grey,5,5,Petrol,0.8,Manual,FWD,8.5,Chevrolet,Spark,2008,Chevrolet Spark LT 0.8 MT 2008,"72 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2008-4918089,0.072
4918091,Domestic assembly,Used car,Sedan,0,White,Colorful,4,5,Petrol,1.5,Manual,FWD,14.3,Daewoo,Lanos,2002,Daewoo Lanos SX 2002,"42 Million
",https://bonbanh.com/xe-daewoo-lanos-sx-2002-4918091,0.042
4918107,Domestic assembly,Used car,Sedan,0,White,Black,4,5,Petrol,1.6,Manual,FWD,8.5,Kia,Cerato,2019,Kia Cerato 1.6 MT 2019,"415 Million
",https://bonbanh.com/xe-kia-cerato-1.6-mt-2019-4918107,0.415
4918123,Imported,Used car,Pickup,0,White,Colorful,4,5,Diesel,3.2,Automatic,4WD,10.3,Ford,Ranger,2016,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,"575 Million
",https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-4918123,0.575
4918128,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,10.6,Toyota,Innova,2008,Toyota Innova 2.0 MT 2008,"157 Million
",https://bonbanh.com/xe-toyota-innova-2.0-mt-2008-4918128,0.157
4918137,Imported,Used car,Hatchback,0,Silver,Black,5,5,Petrol,1,Automatic,FWD,7.1,Kia,Morning,2004,Kia Morning SLX 1.0 AT 2004 car,"115 Million
",https://bonbanh.com/xe-kia-morning-slx-1.0-at-2004-4918137,0.115
4918156,Domestic assembly,Used car,SUV,0,Red,Black,5,5,Petrol,2,Automatic,FWD,9.5,Mazda,CX-5,2021,Mazda CX5 Premium 2.0 AT 2021 car,"805 Million
",https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-4918156,0.805
4918179,Domestic assembly,Used car,Hatchback,0,White,Grey,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2015,Kia Morning EX 2015 car,"165 Million
",https://bonbanh.com/xe-kia-morning-ex-2015-4918179,0.165
4918181,Imported,Used car,SUV,0,Black,Brown,5,5,Petrol,3.5,Automatic,AWD,12.4,Lexus,RX350,2008,Lexus RX 350 AWD 2008,"550 Million
",https://bonbanh.com/xe-lexus-rx-350-awd-2008-4918181,0.55
4918206,Domestic assembly,Used car,Sedan,0,Black,Black,4,5,Petrol,1.6,Manual,FWD,16.4,Daewoo,Lacetti,2009,Daewoo Lacetti EX 2009 car,"128 Million
",https://bonbanh.com/xe-daewoo-lacetti-ex-2009-4918206,0.128
4918221,Domestic assembly,Used car,Van/Minivan,0,Silver,Cream,4,16,Diesel,2.4,Manual,RFD,17,Ford,Transit,2018,Ford Transit SVP 2018,"545 Million
",https://bonbanh.com/xe-ford-transit-svp-2018-4918221,0.545
4918244,Domestic assembly,Used car,Crossover,0,Silver,Grey,5,8,Petrol,2,Manual,RFD,10.6,Toyota,Innova,2008,Toyota Innova 2.0 MT 2008,"175 Million
",https://bonbanh.com/xe-toyota-innova-2.0-mt-2008-4918244,0.175
4918251,Domestic assembly,Used car,Hatchback,0,Red,Grey,5,5,Petrol,1.25,Manual,FWD,8.3,Kia,Morning,2019,Kia Morning MT 2019 car,"259 Million
",https://bonbanh.com/xe-kia-morning-mt-2019-4918251,0.259
4918261,Domestic assembly,Used car,Crossover,0,Silver,Colorful,5,8,Petrol,2,Manual,RFD,11.5,Toyota,Innova,2006,Toyota Innova J 2006 car,"149 Million
",https://bonbanh.com/xe-toyota-innova-j-2006-4918261,0.149
4928685,Domestic assembly,Used car,Sedan,0,Silver,Grey,4,5,Petrol,1.8,Automatic,RFD,7.3,Toyota,Corolla_altis,2011,Toyota Corolla altis 1.8G 2011,"379 Million
",https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2011-4928685,0.379
4918281,Domestic assembly,Used car,Hatchback,0,White,Cream,5,5,Petrol,0.8,Manual,FWD,8.5,Chevrolet,Spark,2008,Chevrolet Spark LT 0.8 MT 2008,"75 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-0.8-mt-2008-4918281,0.075
4918282,Imported,Used car,SUV,0,Orange,Black,5,7,Petrol,1.5,Automatic,FWD,12.4,Suzuki,XL7,2021,Suzuki XL7 1.5 AT 2021 car,"530 Million
",https://bonbanh.com/xe-suzuki-xl7-1.5-at-2021-4918282,0.53
4918288,Imported,Used car,SUV,0,Black,Black,5,7,Petrol,1.5,Automatic,FWD,10,Mitsubishi,Xpander,2021,Mitsubishi Xpander Cross 1.5 AT 2021,"600 Million
",https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2021-4918288,0.6
4918347,Domestic assembly,Used car,Sedan,80000,Red,Black,4,5,Petrol,1.6,Automatic,FWD,10.9,Kia,K3,2014,Kia K3 1.6 AT 2014,"389 Million
",https://bonbanh.com/xe-kia-k3-1.6-at-2014-4918347,0.389
4918360,Domestic assembly,Used car,SUV,0,Black,Cream,5,5,Petrol,2,Automatic,AWD,4.2,Mercedes-Benz,GLC200,2021,Mercedes Benz GLC 200 4Matic 2021,"1 Billion 499 Million
",https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-4918360,1.499
4929428,Domestic assembly,Used car,Sedan,0,Silver,Yellow,4,5,Petrol,1.8,Manual,FWD,7.3,Toyota,Corolla_altis,2004,Toyota Corolla altis 2004,"215 Million
",https://bonbanh.com/xe-toyota-corolla_altis--2004-4929428,0.215
4918438,Domestic assembly,Used car,SUV,0,White,Black,5,7,Diesel,2.2,Automatic,FWD,11.6,Kia,Sorento,2015,Kia Sorento DATH 2015,"533 Million
",https://bonbanh.com/xe-kia-sorento-dath-2015-4918438,0.533
4918455,Domestic assembly,Used car,Truck,0,Green,Grey,2,3,Diesel,0,Manual,RFD,7.5,Hyundai,Porter,2003,Hyundai Porter 2003,"58 Million
",https://bonbanh.com/xe-hyundai-porter--2003-4918455,0.058
4918464,Imported,Used car,Hatchback,0,Green,Grey,5,5,Petrol,1,Manual,FWD,6.9,Hyundai,i10,2014,Hyundai i10 Grand 1.0 MT 2014,"202 Million
",https://bonbanh.com/xe-hyundai-i10-grand-1.0-mt-2014-4918464,0.202
4918533,Imported,Used car,SUV,0,Black,Brown,5,8,Petrol,2.7,Automatic,RFD,11.1,Toyota,Fortuner,2017,Toyota Fortuner 2.7V 4x2 AT 2017,"735 Million
",https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-4918533,0.735
4918588,Imported,Used car,Pickup,0,Brown,Cream,4,5,Diesel,2.5,Automatic,RFD,10.2,Nissan,Navara,2018,Nissan Navara EL Premium R 2018,"475 Million
",https://bonbanh.com/xe-nissan-navara-el-premium-r-2018-4918588,0.475
4918646,Imported,Used car,Hatchback,0,Silver,Black,5,5,Petrol,1.2,Automatic,FWD,7.7,Honda,Brio,2019,Honda Brio RS 2019,"375 Million
",https://bonbanh.com/xe-honda-brio-rs-2019-4918646,0.375
4918842,Imported,Used car,Pickup,0,Silver,Silver,4,5,Diesel,2.4,Automatic,RFD,11.6,Toyota,Hilux,2020,Toyota Hilux 2.4E 4x2 AT 2020,"630 Million
",https://bonbanh.com/xe-toyota-hilux-2.4e-4x2-at-2020-4918842,0.63
4918848,Imported,Used car,Van/Minivan,1,Silver,Grey,5,3,Diesel,2.5,Automatic,RFD,8.3,Hyundai,Grand_Starex,2014,Hyundai Grand Starex Van 2.5 AT 2014,"469 Million
",https://bonbanh.com/xe-hyundai-grand_starex-van-2.5-at-2014-4918848,0.469
4918894,Imported,Used car,Pickup,123,White,Grey,4,5,Diesel,2.4,Automatic,RFD,12.3,Mitsubishi,Triton,2021,Mitsubishi Triton 4x2 AT Mivec 2021,"575 Million
",https://bonbanh.com/xe-mitsubishi-triton-4x2-at-mivec-2021-4918894,0.575
4918998,Domestic assembly,Used car,Van/Minivan,0,Grey,Default Value,4,16,Diesel,2.2,Manual,RFD,13.2,Mercedes-Benz,Sprinter,2008,Mercedes Benz Sprinter 313 CDI 2.2L 2008,"179 Million
",https://bonbanh.com/xe-mercedes_benz-sprinter-313-cdi-2.2l-2008-4918998,0.179
4919079,Domestic assembly,Used car,Crossover,80,Grey,Cream,5,8,Petrol,2,Manual,RFD,11,Toyota,Innova,2019,Toyota Innova 2.0E 2019 car,"560 Million
",https://bonbanh.com/xe-toyota-innova-2.0e-2019-4919079,0.56
4919111,Domestic assembly,Used car,Sedan,0,Silver,Colorful,4,5,Petrol,1.6,Manual,FWD,7.9,Chevrolet,Cruze,2016,Chevrolet Cruze LT 1.6 MT 2016,"299 Million
",https://bonbanh.com/xe-chevrolet-cruze-lt-1.6-mt-2016-4919111,0.299
4919118,Domestic assembly,Used car,Crossover,18,White,Grey,5,5,Petrol,1.6,Automatic,FWD,10.2,Hyundai,Tucson,2020,Hyundai Tucson 1.6 AT Turbo 2020,"805 Million
",https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-2020-4919118,0.805
4919121,Domestic assembly,Used car,Pickup,0,Brown,Black,5,5,Diesel,2.2,Automatic,4WD,12.1,Ford,Ranger,2022,Ford Ranger XLT 2.0L 4x4 AT 2022,"765 Million
",https://bonbanh.com/xe-ford-ranger-xlt-2.0l-4x4-at-2022-4919121,0.765
4919160,Imported,Used car,SUV,0,White,Cream,5,5,Petrol,3,Automatic,AWD,8,LandRover,Range_Rover_Sport,2014,LandRover Range Rover Sport HSE 2014,"2 Billion 180 Million
",https://bonbanh.com/xe-landrover-range_rover_sport-hse-2014-4919160,2.18
4919170,Imported,Used car,Pickup,0,Grey,Grey,4,5,Diesel,3,Manual,4WD,11.4,Toyota,Hilux,2013,Toyota Hilux 3.0G 4x4 MT 2013,"435 Million
",https://bonbanh.com/xe-toyota-hilux-3.0g-4x4-mt-2013-4919170,0.435
4919178,Imported,Used car,Truck,333,White,Black,2,3,Diesel,2.5,Manual,RFD,0,Hyundai,Libero,2005,Hyundai Libero 2.5 2005,"140 Million
",https://bonbanh.com/xe-hyundai-libero-2.5-2005-4919178,0.14
4919193,Domestic assembly,Used car,Sedan,0,Silver,Colorful,4,5,Petrol,1.5,Manual,FWD,8.5,Toyota,Vios,2012,Toyota Vios 1.5E 2012,"275 Million
",https://bonbanh.com/xe-toyota-vios-1.5e-2012-4919193,0.275
4919200,Domestic assembly,Used car,Hatchback,0,Silver,Black,5,5,Petrol,1.2,Manual,FWD,6.7,Chevrolet,Spark,2017,Chevrolet Spark LT 1.2 MT 2017,"155 Million
",https://bonbanh.com/xe-chevrolet-spark-lt-1.2-mt-2017-4919200,0.155
4919206,Imported,Used car,Sedan,0,White,Grey,4,5,Petrol,1.6,Manual,FWD,16.4,Daewoo,Lacetti,2009,Daewoo Lacetti SE 2009,"175 Million
",https://bonbanh.com/xe-daewoo-lacetti-se-2009-4919206,0.175
4919214,Imported,Used car,Hatchback,0,Red,Cream,5,5,Petrol,1.4,Automatic,FWD,7.2,Hyundai,Accent,2015,Hyundai Accent 1.4 AT 2015,"365 Million
",https://bonbanh.com/xe-hyundai-accent-1.4-at-2015-4919214,0.365
4919218,Imported,Used car,Sedan,0,Black,Cream,4,5,Petrol,2,Automatic,RFD,5,BMW,3_Series,2014,BMW 3 Series 320i 2014,"620 Million
",https://bonbanh.com/xe-bmw-3_series-320i-2014-4919218,0.62
4919235,Imported,Used car,Van/Minivan,0,Black,Colorful,3,2,Diesel,2.9,Manual,RFD,8.3,Ssangyong,Korando,2001,Ssangyong Korando TX-5 4x2 MT 2001,"69 Million
",https://bonbanh.com/xe-ssangyong-korando-tx-5-4x2-mt-2001-4919235,0.069
4919245,Domestic assembly,Used car,SUV,0,Green,Black,5,5,Petrol,2.5,Automatic,FWD,9,Mazda,CX-5,2016,Mazda CX5 2.5 AT 2016,"575 Million
",https://bonbanh.com/xe-mazda-cx5-2.5-at-2016-4919245,0.575
4919264,Domestic assembly,Used car,Sedan,0,Silver,Yellow,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota,Vios,2019,Toyota Vios 1.5G 2019,"478 Million
",https://bonbanh.com/xe-toyota-vios-1.5g-2019-4919264,0.478
4919289,Imported,Used car,SUV,0,Black,Black,5,7,Petrol,2.7,Automatic,4WD,13.8,Toyota,Prado,2014,Toyota Prado TXL 2.7L 2014,"1 Billion 150 Million
",https://bonbanh.com/xe-toyota-prado-txl-2.7l-2014-4919289,1.15
4919296,Imported,Used car,Sedan,0,Silver,Grey,4,5,Petrol,1.4,Manual,FWD,8.1,Kia,Rio,2016,Kia Rio 1.4 MT 2016,"290 Million
",https://bonbanh.com/xe-kia-rio-1.4-mt-2016-4919296,0.29
4919310,Domestic assembly,Used car,Sedan,0,White,Grey,4,5,Petrol,1.6,Automatic,FWD,8.5,Kia,Cerato,2020,Kia Cerato 1.6 AT Luxury 2020,"570 Million
",https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2020-4919310,0.57
4919351,Domestic assembly,Used car,SUV,0,Black,Black,5,5,Petrol,2,Automatic,FWD,9.4,Mazda,CX-5,2018,Mazda CX5 2.0 AT 2018,"655 Million
",https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-4919351,0.655
4919395,Imported,Used car,SUV,0,Black,Default Value,5,7,Diesel,2,Automatic,FWD,0,Daewoo,Winstorm,2007,Daewoo Winstorm 2.0 AT 2007 car,"295 Million
",https://bonbanh.com/xe-daewoo-winstorm-2.0-at-2007-4919395,0.295
