ad_id,origin,car_model,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,car_name,log_price,Brand_Ranking,Yeo_Johnson_mileage,age
4911362,Imported,SUV,White,Black,5,5,Hybrid,1.2,Automatic,FWD,7.7,Nissan Kicks e-Power V 2023,20.55484719,11,2.0412203288596382,1
4911363,Imported,SUV,Orange,Different color,5,5,Hybrid,1.2,Automatic,FWD,7.7,Nissan Kicks e-Power V 2023,20.55484719,11,2.0412203288596382,1
4911364,Imported,SUV,Green,Black,5,5,Hybrid,1.2,Automatic,FWD,7.7,Nissan Kicks e-Power E 2023 car,20.46060153,11,2.0412203288596382,1
4911367,Domestic assembly,SUV,White,Black,5,7,Petrol,2.5,Automatic,FWD,9.9,Mazda CX8 Premium 2021 car,20.66139043,42,2.2925347571405443,3
4911369,Imported,Pickup,Red,Black,4,5,Diesel,2.3,Automatic,4WD,9.6,Nissan Navara Pro-4X 2.3 AT 4WD 2023,20.69280663,11,2.26176309847379,1
4911373,Imported,Pickup,White,Black,4,5,Diesel,2.3,Automatic,4WD,9.6,Nissan Navara VL 2.3 AT 4WD 2023,20.6010982,11,2.26176309847379,1
4911374,Imported,Pickup,Black,Black,4,5,Diesel,2.3,Automatic,4WD,9.6,Nissan Navara VL 2.3 AT 4WD 2023,20.6010982,11,2.26176309847379,1
4911375,Imported,Pickup,Black,Black,4,5,Diesel,2.3,Automatic,RFD,9.6,Nissan Navara EL 2.3 AT 2WD 2023,20.3651613,11,2.26176309847379,1
4911377,Imported,Pickup,Black,Black,4,5,Diesel,2.3,Automatic,RFD,9.6,Nissan Navara EL 2.3 AT 2WD 2023,20.3651613,11,2.26176309847379,1
4911379,Imported,Sedan,White,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera VL 1.0 CVT Premium 2023,20.20407196,11,2.360854001118021,1
4911380,Imported,Sedan,Red,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera VL 1.0 CVT Premium 2023,20.20407196,11,2.360854001118021,1
4911381,Imported,Sedan,Silver,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera VL 1.0 CVT Premium 2023,20.20407196,11,2.360854001118021,1
4911382,Imported,Sedan,Black,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera VL 1.0 CVT Premium 2023,20.20407196,11,2.360854001118021,1
4911383,Imported,Sedan,Orange,Different color,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera EL 1.0 CVT 2023,20.10522613,11,2.360854001118021,1
4911386,Imported,Sedan,Grey,Colorful,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera EL 1.0 CVT 2023,20.10522613,11,2.360854001118021,1
4911387,Imported,Sedan,Red,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera EL 1.0 CVT 2023,20.10522613,11,2.360854001118021,1
4911388,Imported,Sedan,Black,Black,4,5,Petrol,1.0,Automatic,FWD,10.6,Nissan Almera EL 1.0 CVT 2023,20.10522613,11,2.360854001118021,1
4911391,Imported,Hatchback,Grey,Grey,5,5,Petrol,1.5,Automatic,FWD,6.9,Toyota Yaris 1.5E 2018,20.04795857,3,1.9315214116032136,6
4911394,Domestic assembly,Sedan,Black,Black,4,5,Petrol,2.5,Automatic,FWD,8.6,Toyota Camry 2.5Q 2016,20.3877931,3,2.151762203259462,8
4911395,Domestic assembly,SUV,Red,Black,5,7,Petrol,1.6,Automatic,FWD,7.7,Peugeot 5008 Allure 1.6 AT 2020,20.65605709,37,2.0412203288596382,4
4911398,Domestic assembly,Crossover,Red,Red,5,5,Petrol,2.0,Automatic,FWD,8.3,Hyundai Kona 2.0 AT 2019,20.02811665,9,2.1162555148025524,5
4911399,Domestic assembly,Sedan,Green,Black,4,5,Petrol,2.0,Automatic,RFD,7.9,VinFast Lux A 2.0 Plus 2.0 AT 2020 car,20.30014579,103,2.066862759472976,4
4911411,Imported,Pickup,White,White,4,5,Diesel,2.0,Automatic,4WD,11.4,Ford Ranger Wildtrak 2.0L 4x4 AT 2021,20.47095091,8,2.4336133554004498,3
4911412,Imported,SUV,Grey,Red,5,7,Petrol,1.5,Automatic,RFD,9.0,Toyota Rush 1.5S AT 2019,20.16114692,3,2.19722457733622,5
4911415,Imported,SUV,Black,Grey,5,7,Diesel,2.0,Automatic,4WD,10.8,Ford Everest Titanium 2.0L 4x4 AT 2021,20.86302778,8,2.379546134130174,3
4911416,Domestic assembly,SUV,Silver,Cream,5,8,Petrol,2.7,Automatic,RFD,11.5,Toyota Fortuner 2.7V 4x2 AT 2015,20.13447867,3,2.4423470353692043,9
4911424,Domestic assembly,Crossover,Silver,Grey,5,8,Petrol,2.0,Manual,RFD,9.5,Toyota Innova G 2011 car,19.76875389,3,2.2512917986064958,13
4911428,Domestic assembly,Sedan,Sand,Cream,4,5,Petrol,2.0,Automatic,FWD,8.6,Toyota Camry 2.0E 2016,20.26913556,3,2.151762203259462,8
4911429,Domestic assembly,Crossover,Grey,Brown,5,8,Petrol,2.0,Manual,RFD,8.5,Toyota Innova 2.0E 2016 car,19.97882536,3,2.1400661634962708,8
4911430,Imported,Pickup,Silver,Cream,4,5,Diesel,3.0,Manual,4WD,11.4,Toyota Hilux 3.0G 4x4 MT 2009,19.53582233,3,2.4336133554004498,15
4911434,Imported,Sedan,White,Cream,4,5,Hybrid,2.5,Automatic,FWD,6.8,Toyota Camry 2.5HV 2022,21.08443069,3,1.916922612182061,2
4923191,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.8,Automatic,FWD,7.3,Toyota Corolla altis 1.8G AT 2018,20.16114692,3,1.9878743481543453,6
4911439,Domestic assembly,Sedan,White,Cream,4,5,Petrol,2.0,Automatic,FWD,7.8,Toyota Camry 2.0E 2013,20.07890882,3,2.0541237336955462,11
4911445,Domestic assembly,SUV,White,Cream,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 200 4Matic 2022,21.44110563,2,2.2407096892759584,2
4911446,Domestic assembly,Crossover,White,Cream,5,5,Diesel,2.0,Automatic,FWD,10.2,Hyundai Tucson 2.0 AT CRDi 2020,20.51869867,9,2.322387720290225,4
4911460,Domestic assembly,SUV,Black,Cream,5,8,Petrol,2.7,Automatic,4WD,12.4,Toyota Fortuner 2.7V 4x4 AT 2013,20.00582596,3,2.517696472610991,11
4911463,Domestic assembly,Crossover,White,Black,5,5,Petrol,1.6,Automatic,FWD,7.4,Peugeot 3008 Allure 1.6 AT 2020,20.56074691,37,2.0014800002101243,4
4911464,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.5,Automatic,FWD,7.3,Honda City 1.5 2017 car,19.81939763,7,1.9878743481543453,7
4911467,Imported,Pickup,White,Black,4,5,Diesel,2.3,Automatic,4WD,9.6,Nissan Navara VL 2.3 AT 4WD Premium 2022,20.42889478,11,2.26176309847379,2
4911468,Domestic assembly,Sedan,White,Grey,4,5,Petrol,1.25,Automatic,FWD,6.7,Hyundai i10 Grand 1.2 AT 2019 car,19.7235935,9,1.9021075263969205,5
4911469,Domestic assembly,Sedan,Black,Black,4,5,Petrol,1.6,Manual,FWD,6.0,Mazda 3 1.6 MT 2006,18.88441476,42,1.791759469228055,18
4911470,Domestic assembly,Crossover,Green,Orange,5,5,Petrol,1.6,Automatic,AWD,7.9,Kia Sportage Signature X-Line 1.6T AWD 2023,20.77110317,16,2.066862759472976,1
4911473,Domestic assembly,SUV,Black,Cream,5,7,Petrol,2.4,Automatic,FWD,11.0,Chevrolet Captiva LTZ 2.4 AT 2015,19.86051587,14,2.3978952727983707,9
4911475,Imported,Pickup,White,Black,4,5,Diesel,2.0,Automatic,4WD,11.7,Ford Ranger Wildtrak 2.0L 4x4 AT 2020,20.44619394,8,2.4595888418037104,4
4911485,Domestic assembly,Van/Minivan,White,Brown,5,7,Diesel,2.2,Automatic,FWD,8.4,Kia Carnival Signature 2.2D 2021,21.08094028,16,2.128231705849268,3
4911489,Imported,Sedan,White,Cream,4,5,Petrol,2.5,Automatic,FWD,6.6,Toyota Camry 2.5Q 2021,20.83570127,3,1.88706964903238,3
4911498,Imported,SUV,Red,Brown,5,5,Petrol,2.0,Automatic,AWD,7.8,Lexus RX 200t 2017,21.39109521,13,2.0541237336955462,7
4911501,Imported,SUV,Silver,Colorful,5,7,Diesel,2.0,Automatic,FWD,12.3,Hyundai SantaFe SLX 2009,19.95754796,9,2.509599262378372,15
4911502,Domestic assembly,SUV,Green,Black,5,5,Petrol,2.5,Automatic,FWD,9.4,Mazda CX5 2.5 AT 2WD 2018,20.3492994,42,2.2407096892759584,6
4911503,Imported,SUV,Grey,Black,5,7,Diesel,2.5,Manual,RFD,10.8,Isuzu MU-X 2.5 4X2 MT 2017,20.05967746,32,2.379546134130174,7
4911507,Domestic assembly,SUV,Orange,Grey,5,5,Petrol,1.5,Automatic,FWD,9.0,Ford EcoSport Titanium 1.5L AT 2015,19.7235935,8,2.19722457733622,9
4911511,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.6,Automatic,FWD,7.9,Hyundai Elantra Sport 1.6 AT 2019,20.15763198,9,2.066862759472976,5
4911512,Domestic assembly,Sedan,Red,Cream,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios 1.5E MT 2019,19.75568181,3,2.091864061678393,5
4911513,Imported,SUV,Black,Black,5,7,Diesel,2.2,Automatic,RFD,12.8,Ford Everest Titanium 2.2L 4x2 AT 2016,20.39198013,8,2.5494451709255714,8
4911519,Domestic assembly,Crossover,White,Black,5,5,Diesel,2.0,Automatic,FWD,8.2,Hyundai Tucson 2.0 AT CRDi Special 2022,20.7132155,9,2.1041341542702074,2
4911522,Domestic assembly,Crossover,Brown,Brown,5,8,Petrol,2.0,Manual,RFD,11.0,Toyota Innova 2.0E 2018 car,20.13447867,3,2.3978952727983707,6
4911524,Domestic assembly,Crossover,Green,Grey,4,8,Petrol,2.0,Manual,RFD,12.5,Toyota Innova 2.0E 2015 car,19.59933574,3,2.525728644308256,9
4911525,Domestic assembly,SUV,Red,Black,5,5,Petrol,2.0,Automatic,AWD,4.2,Mercedes Benz GLC 300 4Matic 2021,21.43523477,2,1.4350845252893227,3
4911532,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,8.2,Mazda 3 1.5L Deluxe 2021,20.15763198,42,2.1041341542702074,3
4911535,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.4,Automatic,FWD,6.8,Hyundai Accent 1.4 AT Special 2021,20.04006899,9,1.916922612182061,3
4911538,Domestic assembly,Sedan,White,Pink,4,5,Petrol,1.4,Automatic,FWD,9.8,Chevrolet Aveo LTZ 1.4 AT 2017,19.37619219,14,2.2823823856765264,7
4911544,Domestic assembly,SUV,Black,Black,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 250 4Matic 2019,21.12069877,2,2.2407096892759584,5
4911545,Domestic assembly,Sedan,Black,Grey,4,5,Petrol,1.8,Automatic,RFD,8.6,Mercedes Benz C class C250 2014,20.02811665,2,2.151762203259462,10
4911567,Domestic assembly,Van/Minivan,White,Cream,5,7,Diesel,2.2,Automatic,FWD,11.8,Kia Sedona 2.2 DAT Luxury 2020,20.7081522,16,2.468099531471619,4
4911571,Domestic assembly,SUV,Black,Cream,5,6,Petrol,2.5,Automatic,AWD,9.4,Kia Sorento Signature 2.5 AT AWD 2021,20.69074265,16,2.2407096892759584,3
4911581,Imported,SUV,Red,Brown,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 300 4Matic Coupe 2023,21.8639793,2,2.091864061678393,1
4911585,Domestic assembly,Sedan,Green,Cream,4,5,Petrol,1.6,Automatic,FWD,8.5,Kia Cerato 1.6 AT 2018,20.00991595,16,2.1400661634962708,6
4911586,Domestic assembly,SUV,Black,Black,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 200 4Matic 2023,21.50671066,2,2.091864061678393,1
4911590,Domestic assembly,SUV,White,Cream,5,5,Petrol,2.0,Automatic,AWD,12.3,Mercedes Benz GLC 250 4Matic 2017,20.89721914,2,2.509599262378372,7
4911591,Domestic assembly,SUV,White,Brown,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 200 4Matic 2023,21.50671066,2,2.091864061678393,1
4911594,Domestic assembly,SUV,Green,Black,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 200 4Matic 2023,21.50671066,2,2.091864061678393,1
4911597,Domestic assembly,SUV,Black,Black,5,5,Petrol,2.0,Automatic,RFD,8.1,Mercedes Benz GLC 200 2023,21.36984538,2,2.091864061678393,1
4911599,Domestic assembly,Crossover,Silver,Colorful,5,8,Petrol,2.0,Manual,RFD,10.6,Toyota Innova G 2008 car,19.25358987,3,2.360854001118021,16
4911602,Domestic assembly,SUV,White,Cream,5,5,Petrol,2.0,Automatic,RFD,8.1,Mercedes Benz GLC 200 2023,21.36984538,2,2.091864061678393,1
4911605,Domestic assembly,SUV,Brown,Black,5,7,Petrol,2.0,Automatic,FWD,8.4,Mitsubishi Outlander Premium 2.0 CVT 2021,20.49385267,101,2.128231705849268,3
4911606,Domestic assembly,Sedan,White,Brown,4,5,Petrol,3.0,Automatic,RFD,4.1,Mercedes Benz S class S400L 2015,21.19264427,2,1.410986973710262,9
4911609,Domestic assembly,SUV,Black,Brown,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 300 4Matic 2023,21.69366589,2,2.091864061678393,1
4911611,Domestic assembly,SUV,White,Black,5,7,Petrol,1.5,Automatic,FWD,7.8,Kia Carens 1.5G Luxury 2022,20.29248292,16,2.0541237336955462,2
4911612,Domestic assembly,SUV,White,Brown,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 300 4Matic 2023,21.69366589,2,2.091864061678393,1
4911615,Imported,Pickup,Silver,Black,4,5,Diesel,1.9,Manual,RFD,9.9,Isuzu Dmax LS 1.9L 4x2 MT 2019,19.92475814,32,2.2925347571405443,5
4911616,Imported,Hatchback,Grey,Black,5,5,Petrol,1.0,Automatic,FWD,7.1,Kia Morning SLX 1.0 AT 2007 car,18.93947454,16,1.9600947840472696,17
4911617,Domestic assembly,SUV,Green,Black,5,5,Petrol,2.0,Automatic,AWD,8.1,Mercedes Benz GLC 300 4Matic 2023,21.69366589,2,2.091864061678393,1
4911621,Domestic assembly,Crossover,White,Cream,5,5,Petrol,2.0,Automatic,FWD,10.1,Hyundai Tucson 2.0 ATH 2019,20.47480448,9,2.312535423847214,5
4911623,Imported,Van/Minivan,White,Black,5,6,Petrol,2.0,Automatic,RFD,18.0,Mercedes Benz V class V250 AMG 2023,22.02318498,2,2.8903717578961645,1
4911624,Domestic assembly,Van/Minivan,White,Cream,5,7,Diesel,2.2,Automatic,FWD,10.5,Kia Sedona 2.2 DAT Luxury 2021,20.75766726,16,2.3513752571634776,3
4911638,Imported,SUV,Black,Brown,5,7,Petrol,3.0,Automatic,AWD,10.9,Mercedes Benz GLS 450 4Matic 2020,22.24888726,2,2.388762789235098,4
4911642,Imported,Sedan,Silver,Grey,4,5,Petrol,1.4,Manual,FWD,7.0,Hyundai Accent 1.4 MT 2009,18.6438243,9,1.9459101490553128,15
4911645,Imported,Convertible/Cabriolet,White,White,2,4,Petrol,2.5,Automatic,RFD,7.0,Lexus IS 250C 2010,20.772056,13,1.9459101490553128,14
4911655,Domestic assembly,Sedan,Sand,Colorful,4,5,Petrol,1.5,Automatic,FWD,9.3,Toyota Vios 1.5E CVT 2016,19.7816573,3,2.2300144001592104,8
4911678,Domestic assembly,SUV,White,Black,5,5,Petrol,1.5,Automatic,FWD,9.0,Ford EcoSport Titanium 1.5L AT 2020,20.0977773,8,2.19722457733622,4
4911683,Imported,Van/Minivan,Black,Cream,5,9,Petrol,2.4,Automatic,RFD,8.3,Hyundai Grand Starex Limousine 2.4 AT 2016,20.47480448,9,2.1162555148025524,8
4911684,Imported,SUV,Red,Black,5,7,Diesel,2.0,Automatic,RFD,10.8,Ford Everest Titanium 2.0L 4x2 AT 2020,20.66032604,8,2.379546134130174,4
4911693,Domestic assembly,Sedan,Green,Black,4,5,Petrol,1.5,Automatic,FWD,7.8,Mazda 3 1.5L Luxury 2019,20.11629635,42,2.0541237336955462,5
4911700,Imported,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.3,Honda Civic RS 1.5 AT 2020,20.39476177,7,1.9878743481543453,4
4911701,Domestic assembly,Sedan,Red,Cream,4,5,Petrol,2.0,Automatic,FWD,7.4,Hyundai Elantra 2.0 AT 2020,20.1698806,9,2.0014800002101243,4
4911704,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.4,Automatic,FWD,5.6,VinFast Fadil Standard 1.4 AT 2022,19.68762835,103,1.7227665977411035,2
4911713,Domestic assembly,Van/Minivan,Colorful,Black,2,16,Diesel,2.2,Manual,RFD,16.9,Ford Transit Standard 2023,20.54294228,8,2.827313621929028,1
4911716,Domestic assembly,SUV,Green,Black,5,5,Petrol,2.5,Automatic,FWD,9.4,Mazda CX5 2.5 AT 2WD 2018,20.3651613,42,2.2407096892759584,6
4911721,Imported,Van/Minivan,Silver,Cream,5,9,Diesel,2.5,Manual,RFD,8.3,Hyundai Grand Starex 2.5 MT 2012,19.93580798,9,2.1162555148025524,12
4911725,Imported,Crossover,Grey,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai Creta Special 1.5 AT 2023,20.29248292,9,2.0014800002101243,1
4911735,Imported,Sedan,Brown,Cream,4,5,Petrol,3.0,Automatic,AWD,10.7,Mercedes Benz Maybach S450 4Matic 2019,22.4897075,2,2.3702437414678603,5
4911764,Domestic assembly,SUV,Black,Brown,5,7,Diesel,2.2,Automatic,AWD,10.2,Hyundai SantaFe Premium 2.2L HTRAC 2021,20.90224849,9,2.322387720290225,3
4911770,Domestic assembly,Sedan,Sand,Black,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios 1.5E MT 2020,19.82677773,3,2.091864061678393,4
4911775,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,2.4,Automatic,FWD,8.7,Toyota Camry 2.4G 2009,19.80697511,3,2.163323025660538,15
4911779,Domestic assembly,SUV,White,Cream,5,5,Petrol,2.0,Automatic,AWD,9.4,Mercedes Benz GLC 300 4Matic 2018,21.00844478,2,2.2407096892759584,6
4911781,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.6,Automatic,FWD,6.3,Hyundai Elantra N-Line 1.6 Turbo AT 2023,20.46837359,9,1.840549633397487,1
4911786,Imported,Sedan,Black,Brown,4,5,Petrol,1.6,Manual,FWD,6.0,Mazda 323 1.6 MT 1997,17.84086225,42,1.791759469228055,27
4911790,Domestic assembly,Sedan,White,White,4,5,Petrol,1.5,Automatic,FWD,8.1,Toyota Vios GR-S 1.5 CVT 2021,20.13447867,3,2.091864061678393,3
4911791,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota Vios 1.5E 2016,19.48539148,3,2.2300144001592104,8
4911803,Imported,Pickup,Green,Black,4,5,Diesel,2.2,Automatic,RFD,10.3,Ford Ranger XLS 2.2L 4x2 AT 2016,19.93580798,8,2.332143895,8
4911809,Domestic assembly,Sedan,Sand,Black,4,5,Petrol,1.4,Automatic,FWD,8.8,Hyundai Accent 1.4 AT Special 2023,20.04992128,9,2.174751721484161,1
4911813,Imported,Pickup,Silver,Black,4,5,Diesel,2.5,Automatic,RFD,12.4,Chevrolet Colorado LT 2.5L 4x2 AT 2019,19.94673705,14,2.517696472610991,5
4911814,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.8,Automatic,RFD,8.6,Mercedes Benz C class C250 2014,20.00787305,2,2.151762203259462,10
4911824,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.25,Automatic,FWD,5.6,Hyundai i10 Grand 1.2 AT 2018 car,19.65905497,9,1.7227665977411035,6
4911832,Domestic assembly,Sedan,Black,Cream,4,5,Petrol,1.6,Automatic,FWD,8.5,Kia Cerato 1.6 AT 2018,20.02006832,16,2.1400661634962708,6
4911833,Imported,Hatchback,Silver,Cream,5,5,Petrol,1.25,Automatic,FWD,7.1,Hyundai i10 1.2 AT 2011 car,19.27509607,9,1.9600947840472696,13
4911836,Imported,Sedan,White,Cream,4,5,Petrol,2.5,Automatic,FWD,6.6,Toyota Camry 2.5Q 2021,20.87598692,3,1.88706964903238,3
4911848,Imported,SUV,Green,Brown,5,5,Petrol,3.5,Automatic,AWD,11.3,Lexus RX 350 2020,21.97602881,13,2.424802725718295,4
4911849,Imported,Crossover,Black,Black,5,5,Petrol,1.5,Automatic,FWD,7.4,Hyundai Creta Special 1.5 AT 2023,20.29248292,9,2.0014800002101243,1
4911853,Imported,Hatchback,Red,Black,5,5,Petrol,1.2,Manual,FWD,8.4,Toyota Wigo 1.2G MT 2019,19.39524038,3,2.128231705849268,5
4911854,Imported,Sedan,White,Black,4,5,Petrol,2.0,Automatic,AWD,7.8,Mercedes Benz CLA class CLA 45 AMG 4Matic 2014,20.44882899,2,2.0541237336955462,10
4911855,Imported,SUV,Green,Brown,5,5,Petrol,3.5,Automatic,AWD,11.3,Lexus RX 350 2020,21.99021344,13,2.424802725718295,4
4911858,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.0,Automatic,FWD,6.8,Chevrolet Spark LTZ 1.0 AT 2013,19.10881538,14,1.916922612182061,11
4911868,Domestic assembly,SUV,Green,Green,5,8,Petrol,1.8,Manual,RFD,7.0,Toyota Zace GL 2004,19.15784481,3,1.9459101490553128,20
4911875,Domestic assembly,SUV,White,Brown,5,5,Petrol,2.0,Automatic,AWD,12.3,Mercedes Benz GLC 250 4Matic 2017,20.89721914,2,2.509599262378372,7
4911882,Domestic assembly,SUV,Red,Brown,5,7,Petrol,2.5,Automatic,AWD,9.4,Hyundai SantaFe Premium 2.5L HTRAC 2023,20.86302778,9,2.2407096892759584,1
4911883,Domestic assembly,SUV,Black,Black,5,8,Diesel,2.5,Manual,RFD,15.3,Ford Everest 2.5L 4x2 MT 2007,19.31676877,8,2.727852828,17
4911886,Domestic assembly,SUV,White,Black,5,5,Petrol,2.0,Automatic,AWD,4.2,Mercedes Benz GLC 300 4Matic 2021,21.44500047,2,1.4350845252893227,3
4911887,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.25,Manual,FWD,5.6,Hyundai i10 Grand 1.2 MT 2018,19.53582233,9,1.7227665977411035,6
4911891,Imported,Pickup,Black,Black,4,5,Diesel,3.2,Automatic,4WD,10.8,Ford Ranger Wildtrak 3.2L 4x4 AT 2015,20.13447867,8,2.379546134130174,9
4911892,Imported,Van/Minivan,Cream,Cream,5,2,Petrol,1.0,Automatic,FWD,8.3,Kia Morning Van 1.0 AT 2014,19.22268233,16,2.1162555148025524,10
4911893,Imported,SUV,Silver,Different color,5,7,Diesel,2.0,Automatic,FWD,12.3,Hyundai SantaFe SLX 2009,19.93580798,9,2.509599262378372,15
4911900,Domestic assembly,SUV,Black,Cream,5,7,Diesel,2.2,Automatic,AWD,9.4,Kia Sorento Signature 2.2 AT AWD 2021,20.83659452,16,2.2407096892759584,3
4911910,Domestic assembly,Sedan,Black,Grey,4,5,Petrol,1.5,Manual,FWD,12.9,Honda City 1.5 MT 2013,19.43228166,7,2.5572273113676265,11
4911923,Domestic assembly,Hatchback,Red,Black,5,5,Petrol,1.25,Automatic,FWD,8.3,Kia Morning Si AT 2016 car,19.53582233,16,2.1162555148025524,8
4911931,Domestic assembly,Sedan,Yellow,Brown,4,5,Petrol,1.5,Manual,FWD,8.1,Toyota Vios 1.5E MT 2020,19.76875389,3,2.091864061678393,4
4911935,Domestic assembly,Sedan,White,Black,4,5,Petrol,1.5,Automatic,FWD,7.7,Mazda 3 1.5 AT 2017,20.04992128,42,2.0412203288596382,7
4911954,Domestic assembly,Crossover,White,Cream,5,5,Petrol,1.4,Automatic,FWD,8.8,Kia Seltos Luxury 1.4 AT 2022,20.3594224,16,2.174751721484161,2
4911958,Domestic assembly,SUV,Sand,Black,5,7,Diesel,2.2,Automatic,FWD,11.6,Kia Sorento DATH 2015,20.15233629,16,2.451005098112319,9
4911961,Domestic assembly,Crossover,Red,Brown,5,5,Petrol,1.6,Automatic,FWD,8.2,Peugeot 3008 GT 2022,20.75282464,37,2.1041341542702074,2
4911984,Imported,Convertible/Cabriolet,Grey,Brown,2,2,Petrol,2.0,Automatic,RFD,9.4,BMW Z4 sDrive20i 2015,21.12806406,4,2.2407096892759584,9
4911987,Domestic assembly,Crossover,Copper,Grey,5,8,Petrol,2.0,Manual,RFD,11.0,Toyota Innova 2.0E 2019 car,20.17681304,3,2.3978952727983707,5
4911991,Domestic assembly,Sedan,White,Brown,4,5,Petrol,1.5,Automatic,FWD,8.0,Honda City 1.5TOP 2018 car,19.91358484,7,2.079441541679836,6
4912001,Imported,Sedan,White,Cream,4,5,Petrol,2.0,Automatic,FWD,3.5,Geely Emgrand EC820 2.0 CVT 2013,19.29197411,22,1.252762968495368,11
4912002,Domestic assembly,Sedan,White,Cream,4,5,Petrol,1.6,Manual,FWD,8.5,Kia Cerato 1.6 MT 2018,19.80447197,16,2.1400661634962708,6
4912003,Domestic assembly,SUV,White,Black,5,7,Petrol,2.0,Automatic,FWD,7.8,Mitsubishi Outlander 2.0 CVT 2019,20.3492994,101,2.0541237336955462,5
4912006,Domestic assembly,SUV,White,White,4,5,Petrol,2.5,Automatic,AWD,9.4,Mazda CX5 2.5 AT AWD 2018,20.40581161,42,2.2407096892759584,6
4912012,Domestic assembly,SUV,Green,Green,5,5,Petrol,1.6,Manual,4WD,7.0,Suzuki Vitara JLX 2003,18.7922443,19,1.9459101490553128,21
4912015,Domestic assembly,SUV,Silver,Cream,5,7,Diesel,2.2,Automatic,FWD,11.1,Kia Sorento DATH 2016 car,20.25805072,16,2.4069451083182885,8
4912035,Imported,Hatchback,Red,Grey,4,5,Petrol,1.2,Automatic,FWD,8.4,Toyota Wigo 1.2 AT 2021 car,19.68762835,3,2.128231705849268,3
4912038,Imported,Hatchback,Silver,Cream,5,5,Petrol,1.4,Automatic,FWD,7.4,Hyundai Accent 1.4 AT 2014,19.65905497,9,2.0014800002101243,10
4912045,Imported,Van/Minivan,Grey,Black,5,7,Petrol,1.5,Automatic,FWD,8.3,Hyundai Stargazer Premium 1.5 AT 2022,20.20407196,9,2.1162555148025524,2
4912049,Imported,Hatchback,Silver,Black,5,5,Petrol,1.0,Manual,FWD,6.6,Hyundai i10 Grand 1.0 MT 2016,19.360688,9,1.88706964903238,8
4912055,Domestic assembly,Sedan,Silver,Cream,4,5,Petrol,1.5,Manual,FWD,9.3,Toyota Vios 1.5E 2017,19.65905497,3,2.2300144001592104,7
4912056,Imported,SUV,Black,Brown,5,7,Diesel,2.2,Automatic,4WD,12.5,Hyundai SantaFe 2.2L 4WD 2008,19.64445618,9,2.525728644308256,16
4912059,Imported,Sedan,Black,Green,4,5,Petrol,3.0,Automatic,RFD,9.0,Toyota Crown Royal Saloon 3.0 AT 1995,19.92475814,3,2.19722457733622,29
4912062,Imported,SUV,Black,Grey,4,7,Petrol,2.4,Automatic,4WD,11.0,Mitsubishi Outlander 2.4 AT 2007,19.47847104,101,2.3978952727983707,17
4912067,Imported,SUV,Black,Cream,5,5,Petrol,3.0,Automatic,AWD,9.8,LandRover Range Rover HSE 3.0 2015,21.88641665,18,2.2823823856765264,9
4912070,Imported,Van/Minivan,Red,Black,4,7,Petrol,1.5,Automatic,FWD,8.3,Hyundai Stargazer Premium 1.5 AT 2022,20.14879019,9,2.1162555148025524,2
